Subject,Course Number,Course Name,Course Code,Workload %,Advisory Prerequisites,Enforced Prerequisites
"AEROSP","390","Directed Study","AEROSP390","N/A","N/A","N/A"
"AEROSP","405","Aerospace Laboratory II","AEROSP405","83","PRE AERO 305","N/A"
"AEROSP","423","Computational Methods for Aerospace Engineering","AEROSP423","N/A","N/A","(Engr 101 or Engr 151) and Math 216 and AEROSP 350; (C- or better)"
"AEROSP","450","Flight Software Systems","AEROSP450","N/A","Preceded by ENGR 101 and AEROSP 201, or graduate standing","N/A"
"AEROSP","470","Control of Aerospace Vehicles","AEROSP470","40","AEROSP 341 or 343","MATH 216; (C- or better, no OPF) & MECHENG 240; (C- or better, no OPF)"
"AEROSP","481","Aircraft Design","AEROSP481","83","Preceded or accompanied by AEROSP 315, 335, and 348","AEROSP 325; (C- or better, no OPF) and preceded or accompanied by [AEROSP 315 & 335; (C- or better, no OPF)]"
"AEROSP","483","Aerospace System Design","AEROSP483","17","Preceded by AEROSP 343.  Preceded or accompanied by AEROSP 315, 325, and 335.","N/A"
"AEROSP","488","Product Development Leadership","AEROSP488","N/A","N/A","AEROSP388; (B or better)"
"AEROSP","490","Directed Study","AEROSP490","25","Permission of instructor","N/A"
"AEROSP","495","Special Topics in Aerospace Engineering","AEROSP495","65","Permission of instructor","N/A"
"AEROSP","510","Finite Elem Method I","AEROSP510","15","A E 315","N/A"
"AEROSP","513","Solid&Struct Mech I","AEROSP513","42","AEROSP 315, MECHENG 311/equivalent","N/A"
"AEROSP","516","Mech Composites","AEROSP516","21","AEROSP 315/MECHENG 412","N/A"
"AEROSP","518","Thry Elastic Stab I","AEROSP518","83","AEROSP 315/MECHENG 412/equivalent","N/A"
"AEROSP","520","Compressible Flow I","AEROSP520","22","AERO 325","N/A"
"AEROSP","521","Experimental Methods in Fluid Mechanics","AEROSP521","N/A","Graduate Standing or AERO 405","N/A"
"AEROSP","522","Viscous Flow","AEROSP522","N/A","AERO 325","N/A"
"AEROSP","523","Computer Fluid Dynamics I","AEROSP523","73","AEROSP 325 or preceded or accompanied by MECHENG 520","N/A"
"AEROSP","525","Intr Turbulent Flow","AEROSP525","48","AERO 522","N/A"
"AEROSP","526","Hypersonic Aerothermodynamics","AEROSP526","10","Graduate standing/AERO 225 and AERO 325","N/A"
"AEROSP","530","Gas-Turbine Propulsn","AEROSP530","N/A","AERO 335","N/A"
"AEROSP","532","Molecular Gas Dyn","AEROSP532","11","Permission of instructor","N/A"
"AEROSP","533","Combustion Processes","AEROSP533","0","AERO 225","N/A"
"AEROSP","535","Rocket Propulsion","AEROSP535","30","AERO 335","N/A"
"AEROSP","536","Electric Propulsion","AEROSP536","53","AEROSP 335, senior standing","N/A"
"AEROSP","540","Intermediate Dynamics","AEROSP540","41","MECHENG 240","N/A"
"AEROSP","543","Structural Dynamics","AEROSP543","37","AEROSP 315","N/A"
"AEROSP","544","Introduction to Aeroelasticity","AEROSP544","N/A","AEROSP 315","N/A"
"AEROSP","545","Aeromechanics of Rotary Wing Vehicles","AEROSP545","18","Preceded by AEROSPACE 315 and 325","N/A"
"AEROSP","548","Astrodynamics","AEROSP548","25","AEROSP 343 or graduate standing.","N/A"
"AEROSP","550","Linear Systems Theory","AEROSP550","43","Graduate standing.","N/A"
"AEROSP","551","Nonlinear Systems and Control","AEROSP551","35","Graduate standing.","N/A"
"AEROSP","552","Aerospace Information Systems","AEROSP552","21","ENGR 101 and MATH 216, or graduate standing.","AEROSP 350; (C- or better)"
"AEROSP","567","Inference, Estimation, and Learning","AEROSP567","96","N/A","N/A"
"AEROSP","568","Computational Methods for Engineered Systems Design","AEROSP568","N/A","Programming skills (e.g., AEROSP 350) and/or systems design (e.g., AEROSP 481 or 483) and/or statistical methods (e.g., CEE 373) or permission of instructor.","N/A"
"AEROSP","573","Spacecraft Attitude Dynamics and Control","AEROSP573","N/A","AEROSP 470 or graduate standing.","N/A"
"AEROSP","574","Introduction to Space Physics","AEROSP574","18","N/A","Senior or Above"
"AEROSP","575","Flight and Trajectory Optimization","AEROSP575","41","AEROSP 470 or graduate standing.","N/A"
"AEROSP","577","Data-driven and Reduced Complexity Modeling","AEROSP577","N/A","Good Background in Linear Algebra, Probability and Statistics","N/A"
"AEROSP","581","Space Policy and Management","AEROSP581","1","Graduate standing","N/A"
"AEROSP","582","Spacecraft Technology","AEROSP582","63","Graduate standing","N/A"
"AEROSP","583","Management of Space Systems Design","AEROSP583","12","Graduate standing","AEROSP 582 or AOSS 582; (C- or better)"
"AEROSP","584","Navigation and Guidance of Aerospace Vehicles","AEROSP584","11","AEROSP 470 or graduate standing","N/A"
"AEROSP","585","Aerospace Engineering Seminar","AEROSP585","1","AEROSP 285 or senior standing","N/A"
"AEROSP","586","Air Transportation Systems","AEROSP586","N/A","N/A","N/A"
"AEROSP","588","Multidisciplinary Design Optimization","AEROSP588","64","MATH 419 or equivalent; MATH 371 or equivalent; graduate standing.","N/A"
"AEROSP","590","Directed Study","AEROSP590","N/A","Graduate standing and permission of instructor.","N/A"
"AEROSP","597","Space Plsm Phy","AEROSP597","N/A","Senior level statistical PHYSICS course","N/A"
"AEROSP","623","Comput Fluid Dyn II","AEROSP623","N/A","AEROSP 523/equivalent/substantial computer-programming experience","N/A"
"AEROSP","638","Aerodynamic Design","AEROSP638","N/A","AEROSP 325 or permission of instructor","N/A"
"AEROSP","714","Spec Top Struc Mech","AEROSP714","N/A","Permission of instructor","N/A"
"AEROSP","729","Spec Top Gasdynamic","AEROSP729","N/A","Permission of instructor","N/A"
"AEROSP","740","Special Topics in Flight Dynamics and Control Systems","AEROSP740","44","N/A","N/A"
"AEROSP","990","Diss-Precand","AEROSP990","0","Advanced doctoral student","N/A"
