Subject,Course Number,Course Name,Course Code,Workload %,Advisory Prerequisites,Enforced Prerequisites
"EARTH","100","Coral Reefs","EARTH100","19","N/A","N/A"
"EARTH","101","Matter, Life, and Environment","EARTH101","5","N/A","N/A"
"EARTH","102","Energy from the Earth","EARTH102","8","N/A","N/A"
"EARTH","103","Dinosaurs and Other Failures","EARTH103","11","N/A","N/A"
"EARTH","104","Ice Ages-Past&Futur","EARTH104","6","N/A","N/A"
"EARTH","105","Our Active Earth: Plate Tectonics and Geohazards","EARTH105","3","N/A","N/A"
"EARTH","106","Earth Science in Feature Films Minicourse","EARTH106","20","No prior scientific knowledge is required.","N/A"
"EARTH","107","Volcano&Earthquakes","EARTH107","7","N/A","N/A"
"EARTH","108","When Earth Attacks:  The Science Behind Natural Disasters","EARTH108","6","N/A","N/A"
"EARTH","109","Water and Society","EARTH109","8","N/A","N/A"
"EARTH","110","Evolving Oceans","EARTH110","6","N/A","N/A"
"EARTH","111","Formation of a Habitable Planet","EARTH111","3","No prior scientific knowledge is required.","N/A"
"EARTH","112","The Great Lakes","EARTH112","3","No prior scientific knowledge is required","N/A"
"EARTH","113","Planets and Moons","EARTH113","1","N/A","N/A"
"EARTH","114","Global Warming","EARTH114","0","High School math, physics, and chemistry.","N/A"
"EARTH","115","The Science Behind Michigan's Environmental Justice Issues","EARTH115","6","N/A","N/A"
"EARTH","116","Restless Earth: Introduction to Earth Science of the Rocky Mountains","EARTH116","54","N/A","N/A"
"EARTH","117","Mammals: Dawn of Us","EARTH117","N/A","N/A","N/A"
"EARTH","118","Introductory Earth Science Laboratory","EARTH118","5","Prior or concurrent enrollment in EARTH 119, or 205 and 206, or 284","N/A"
"EARTH","119","Introduction to Earth Science","EARTH119","2","Concurrent enrollment in ENVIRON or EARTH (GEOSCI) 118 for the lab","N/A"
"EARTH","120","Geology of National Parks and Monuments","EARTH120","8","N/A","N/A"
"EARTH","122","Extreme Weather","EARTH122","12","N/A","N/A"
"EARTH","125","Evol & Extinction","EARTH125","2","N/A","N/A"
"EARTH","130","The Physical World","EARTH130","43","High-school algebra.","N/A"
"EARTH","131","Earth and Environmental Chemistry","EARTH131","17","N/A","N/A"
"EARTH","132","Earth and Environmental Math","EARTH132","20","N/A","N/A"
"EARTH","133","Programming in Earth and Environmental Sciences","EARTH133","26","EARTH 132; MATH 115 or equivalent","N/A"
"EARTH","134","The Complicated Past, Present, and Future of Geosciences","EARTH134","0","N/A","N/A"
"EARTH","140","Climate and the Media","EARTH140","0","High school science highly recommended.  Enrollment restricted to first-year students, including those with sophomore standing.","N/A"
"EARTH","142","From Stars - Stones","EARTH142","17","High school math and science.  Enrollment restricted to first-year students, including those with sophomore standing.","N/A"
"EARTH","144","Climate Change in the Age of Humans","EARTH144","N/A","High school science and math recommended. Enrollment restricted to first-year students, including those with sophomore standing.","N/A"
"EARTH","146","Plate Tectonics","EARTH146","0","Enrollment restricted to first-year students, including those with sophomore standing.","N/A"
"EARTH","147","Natural Hazards","EARTH147","N/A","Enrollment restricted to first-year students, including those with sophomore standing.","N/A"
"EARTH","148","Environmental Geol","EARTH148","N/A","High school math and science.  Enrollment restricted to first-year students, including those with sophomore standing.","N/A"
"EARTH","151","The Ice Ages: Past and Present","EARTH151","4","Enrollment restricted to first-year students, including those with sophomore standing.","N/A"
"EARTH","153","Earthlike Planets","EARTH153","N/A","High school science and math recommended. Only first-year students (including first-year students with sophomore standing) may pre-register for this course. All other students need permission of instructor.","N/A"
"EARTH","154","Ocean Resources","EARTH154","N/A","High school science and math recommended.  Enrollment restricted to first-year students, including those with sophomore standing.","N/A"
"EARTH","156","Coral Reef Dynamics","EARTH156","7","N/A","N/A"
"EARTH","158","Environmental Impact of Energy Systems:  What are the Risks?","EARTH158","N/A","High school science and math recommended.  Enrollment restricted to first-year students, including those with sophomore standing.","N/A"
"EARTH","171","Introduction to Global Change:  The Science Behind Sustainability","EARTH171","18","N/A","N/A"
"EARTH","172","Climate Change and Sustainability: Environmental Challenges of the 21st Century","EARTH172","18","N/A","N/A"
"EARTH","178","Science and Sustainable Development","EARTH178","21","N/A","N/A"
"EARTH","201","Introduction Physical Geography","EARTH201","4","N/A","N/A"
"EARTH","202","Introduction to Earth and Environmental Sciences in the Rockies","EARTH202","N/A","N/A","N/A"
"EARTH","205","Earth:Dyn Planet","EARTH205","0","N/A","N/A"
"EARTH","206","How the Earth Works: The Water Cycle and Environment","EARTH206","24","N/A","N/A"
"EARTH","218","Introduction to Environmental Science Laboratory","EARTH218","11","N/A","Preceded or accompanied by EARTH 219 / ENVIRON 229 (taken WN 2020 or later. No credit in EARTH 219 / ENVIRON 229 taken FA 2019 or earlier.)"
"EARTH","219","Introduction to Environmental Science","EARTH219","5","N/A","N/A"
"EARTH","222","Introductory Oceanography","EARTH222","23","N/A","N/A"
"EARTH","223","Introductory Oceanography, Laboratory","EARTH223","19","N/A","N/A"
"EARTH","225","Geology of Michigan and the Great Lakes","EARTH225","21","N/A","N/A"
"EARTH","230","Natural and Environmental Hazards: Uncertainties, Risks, and Forecasts","EARTH230","N/A","N/A","N/A"
"EARTH","240","Primitive Navigation and Wayfinding in the Natural World","EARTH240","13","N/A","N/A"
"EARTH","255","Introduction to Astronomy, Geology, and Climate Science","EARTH255","8","High school mathematics and physics recommended","N/A"
"EARTH","262","Plants and People","EARTH262","37","N/A","N/A"
"EARTH","295","Navigating an Earth and Environmental Sciences Undergraduate Career","EARTH295","18","Major in Earth and Environmental Sciences or Minor in Earth Sciences, Environmental Geology, Geology, Oceanography, or Paleontology.","N/A"
"EARTH","296","Topics in the Earth and Environmental Sciences","EARTH296","57","N/A","N/A"
"EARTH","299","Independent Study and Research","EARTH299","N/A","N/A","N/A"
"EARTH","305","Earth's Surface and Sediments","EARTH305","15","An introductory geological sciences laboratory course.","N/A"
"EARTH","309","GIS Explorations of the Past, Present, and Future","EARTH309","N/A","General computer experience is required, including word processing, spreadsheets, and presentations.","N/A"
"EARTH","310","Toxicology: The Study of Environmental Chemicals and Disease","EARTH310","5","BIOLOGY 171 or BIOLOGY 195 (AP)","N/A"
"EARTH","313","Geobiology","EARTH313","9","One of the following: EARTH 119, BIOLOGY 171, EARTH 131, or CHEM 130","N/A"
"EARTH","314","Geophysics","EARTH314","12","MATH 116 or equivalent; PHYSICS 140 or PHYSICS 150","MATH 115 or EARTH 132"
"EARTH","315","Earth Materials","EARTH315","25","N/A","EARTH 131 or CHEM 130 or 210 or 230"
"EARTH","320","Earth Systems Evolution","EARTH320","8","MATH 115, MATH 116; (C or better)","N/A"
"EARTH","321","Earth Systems Dynamics","EARTH321","46","CLIMATE/SPACE 320; Preceded or accompanied by MATH 215 and MATH 216.","N/A"
"EARTH","323","Earth System Analysis","EARTH323","9","N/A","N/A"
"EARTH","325","Environmental Geochemistry","EARTH325","10","N/A","EARTH/ENVIRON 131 or CHEM 130"
"EARTH","331","Climate and Climate Change","EARTH331","12","A working knowledge of high school algebra and physical sciences","N/A"
"EARTH","333","The Inexhaustible Seas?  Marine Resources and Environmental Issues","EARTH333","54","EARTH (GEOSCI) 116, 119, 125, 120, 222, or 284","N/A"
"EARTH","344","Sustainable and Fossil Energy:  Options and Consequences","EARTH344","N/A","At least one previous course in physical sciences or engineering","N/A"
"EARTH","350","Atmospheric Thermodynamics","EARTH350","0","N/A","MATH 216 or 256 or 286 or 316; (C or better, No OP/F)"
"EARTH","351","Earth Structure","EARTH351","35","One introductory geological sciences laboratory course","N/A"
"EARTH","352","Magmatism, Metamorphism, and Plate Tectonics","EARTH352","25","EARTH (GEOSCI) 315","[(EARTH/ENVIRON 119 and 118) or 116 or 120] and (EARTH/ENVIRON 131 or CHEM 130)"
"EARTH","370","Solar-Terrestrial Relations","EARTH370","N/A","MATH 216 and PHYSICS 240","N/A"
"EARTH","380","Natural Resources, Economics, and the Environment","EARTH380","40","No previous courses in Geology or other sciences are required.","N/A"
"EARTH","381","Introduction to Atmospheric Radiation","EARTH381","3","N/A","MATH 216 or 256 or 286 or 316; (C or better, No OP/F)"
"EARTH","396","Topics in the Earth and Environmental Sciences","EARTH396","N/A","N/A","N/A"
"EARTH","401","Geophysical  Fluid Dynamics","EARTH401","66","CLIMATE 323, SPACE 323, or EARTH 323 (or GEOSCI 323); MATH 215 and 216 and PHYSICS 240","N/A"
"EARTH","405","Ocean Biogeochemistry","EARTH405","6","N/A","(EARTH 219 or 222) and EARTH 325; or graduate standing"
"EARTH","408","Introduction to GIS in the Earth Sciences","EARTH408","56","Although previous GIS experience is not required, students are expected to be familiar with desktop and mobile computing, and to be comfortable with at least one quantitative software program (Matlab, Excel, Mathematica, or R, as examples).","[An intro earth or environ sciences course (EARTH 116 or 119 or 120 or 201 or 202 or 209 or 284)] and [one math course or a statistics course (MATH 115 or 116 or 120 or 121 or 156 or 175 or 176 or 185 or 186 or 295 or 296 or STATS 150 or 180 or 250 or 28"
"EARTH","409","Earth System Modeling","EARTH409","N/A","CLIMATE 320, CLIMATE 321, SPACE 320, SPACE 321","N/A"
"EARTH","411","Cloud and Precipitation Processes","EARTH411","29","CLIMATE 350, SPACE 350, MATH 216","N/A"
"EARTH","412","Geochemistry of the Solid Earth","EARTH412","N/A","N/A","EARTH 315"
"EARTH","413","Geomicrobiology: How Microorganisms Shape Earth and Environment","EARTH413","16","EARTH 313 and 325","[(EARTH/ENVIRON 131 or CHEM 130) and EARTH 313 and EARTH 325] or Graduate Standing"
"EARTH","414","Weather Systems","EARTH414","N/A","CLIMATE 350, SPACE 350, CLIMATE 401 or CLIMATE 551","N/A"
"EARTH","417","Geology of the Great Lakes","EARTH417","21","An introductory course in Geology (EARTH 116, 119, 120 or 205/206/118), BIOLOGY 171 or 172, or Oceanography (EARTH 222/223), OR permission of instructor","N/A"
"EARTH","418","Paleontology","EARTH418","4","An introductory course in Geology (EARTH 116, 119, 120 or 205/206/118) or BIOLOGY 171 or 172","N/A"
"EARTH","419","Paleontology Laboratory","EARTH419","88","Prior or concurrent enrollment in EARTH (GEOSCI) 418.","N/A"
"EARTH","421","Introduction of Physical Oceanography","EARTH421","25","MATH 115 and 116, and an introductory science course","N/A"
"EARTH","422","Principles of Geochemistry","EARTH422","65","[EARTH 305, 315, 352] and [EARTH 131 or CHEM 125/126/130]","N/A"
"EARTH","427","Environmental and Technological Applications of Mineralogy","EARTH427","N/A","EARTH (GEOSCI) 315 or comparable courses in the solid-state","N/A"
"EARTH","431","Terrestrial Biomes Past, Present and Future","EARTH431","N/A","N/A","BIOLOGY 171 or [EARTH 116 or 119 or 120 or (205 and 206)] or Graduate Standing"
"EARTH","432","Plant Paleobiology","EARTH432","N/A","N/A","BIOLOGY 171 or GEOSCI 116 or 119 or 120 or (205 & 206) or graduate standing"
"EARTH","434","Fld Stdy-Tect&Struc","EARTH434","N/A","Permission of instructor.","N/A"
"EARTH","436","Fld Std-Strat&Paleo","EARTH436","N/A","Permission of instructor.","N/A"
"EARTH","437","Vertebrate Paleontology and Evolution","EARTH437","N/A","EARTH (GEOSCI) 125 or BIOLOGY 162 or 171 or 172.","N/A"
"EARTH","440","Geological Field Methods","EARTH440","N/A","N/A","EARTH 305 and 351"
"EARTH","441","Field Geology Project","EARTH441","N/A","Completion of EARTH (GEOSCI) 440 immediately prior","N/A"
"EARTH","442","Earth Surface Processes and Soils","EARTH442","43","MATH 115 and (EARTH 131 or CHEM 130)","N/A"
"EARTH","444","Analytical Paleobiology","EARTH444","N/A","Completion of an introductory paleontology course such as EARTH 418, or evolutionary biology such as EEB 390.","N/A"
"EARTH","445","Biogeography and Conservation","EARTH445","0","BIOLOGY 171, (172 or 174) & 173; or BIOLOGY 192 & 173; or BIOLOGY 195 & 173.","N/A"
"EARTH","446","Paleoclimatology","EARTH446","N/A","MATH 115 and 116 and EARTH 305, or permission of instructor","N/A"
"EARTH","449","Marine Geology","EARTH449","N/A","EARTH (GEOSCI) 222/223 or introductory physical geology (EARTH (GEOSCI) 116, 117, 120 or 205/206/118)","N/A"
"EARTH","450","Environmental Science in the Rockies","EARTH450","85","At least two courses from the following list: Environmental Geochemistry EARTH 325), Geobiology (EARTH 313), Earth Materials (EARTH 315), Earth's Surface and Sediments (EARTH 305)","[EARTH/ENVIRON (119 and 118) or 116 or 120] and EARTH/EEB 313 and EARTH/ENVIRON 325"
"EARTH","451","Introduction to Structure and Tectonics","EARTH451","29","Permission of Instructor.","N/A"
"EARTH","452","Paleoceanography","EARTH452","N/A","EARTH (GEOSCI) 117/119, 222","N/A"
"EARTH","454","Meteorological Analysis Laboratory","EARTH454","N/A","CLIMATE 350, SPACE 350, CLIMATE 401","N/A"
"EARTH","455","Determin Meth","EARTH455","N/A","One term of Chemistry and Physics","N/A"
"EARTH","457","Atmospheric Dynamics I","EARTH457","N/A","CLIMATE 401 or MATH 450","N/A"
"EARTH","467","Stratigraphy and Basin Analysis","EARTH467","N/A","EARTH 310, and 351","[EARTH 305 and (EARTH/ENVIRON 116 or (EARTH/ENVIRON 119 and 118) or EARTH/ENVIRON 120 or EARTH/GEOG 201 or EARTH 209 (prior to Winter 2018) or (EARTH 205 and EARTH/ENVIRON 206 and EARTH 207)] or Graduate Standing"
"EARTH","468","Data Analysis, Inference, and Estimation","EARTH468","13","Knowledge of, or willingness to learn, a programming language (e.g., Matlab, Mathematica)","MATH 115 or Graduate Standing"
"EARTH","474","Ice Sheets, Glaciers and Climate Change","EARTH474","N/A","MATH 115 and 116","N/A"
"EARTH","477","Hydrogeology","EARTH477","N/A","MATH 116; and High school knowledge of PHYSICS, CHEMISTRY, and EARTH (GEOSCI) or equivalent.","N/A"
"EARTH","478","Geochemistry of Natural Waters","EARTH478","25","EARTH 325","EARTH/ENVIRON 131 or CHEM 130"
"EARTH","480","Isotopes in Earth and Environmental Sciences","EARTH480","N/A","EARTH 412, 415, 478, 479, 422, or another geochemistry course","N/A"
"EARTH","483","Geophysics-Seismol","EARTH483","N/A","Prior or concurrent election of MATH 215 and PHYSICS 240 (or 260).","N/A"
"EARTH","484","Environmental Geophysics","EARTH484","N/A","Prior or concurrent election of MATH 115 and EARTH 314. Basic knowledge of function-oriented programing (i.e., Matlab or Python). This includes being able to open and read data files and know basic loop functions.","N/A"
"EARTH","485","Telling Time: Geochronology and the Story of Earth","EARTH485","14","N/A","[An intro geology class (EARTH 116 or EARTH 119 or EARTH 120) and EARTH 315]; or graduate standing"
"EARTH","489","Earth and Environmental Sciences Honors I","EARTH489","N/A","N/A","N/A"
"EARTH","490","Earth and Environmental Sciences Honors II","EARTH490","N/A","N/A","N/A"
"EARTH","494","Experiential Learning in the Earth Sciences","EARTH494","N/A","Junior or senior standing; and one of the following: EARTH (GEOSCI) 116, 119 and 118, 120, 201, 205/206/207, 222 and 223, 284 or ENVIRON 116, 119 and 118, 120, 209, 232 and 233, 284 or GEOG 201","N/A"
"EARTH","495","Methods in Research for Natural Sciences","EARTH495","N/A","N/A","N/A"
"EARTH","496","Special Topics in the Earth and Environmental Sciences","EARTH496","N/A","N/A","N/A"
"EARTH","498","Research or Special Work","EARTH498","N/A","N/A","N/A"
"EARTH","499","Research or Special Work","EARTH499","N/A","N/A","N/A"
"EARTH","517","Tectonics and Earth Surface Processes","EARTH517","N/A","MATH 215 or above. Some MATLAB and GIS experience.","N/A"
"EARTH","520","Changing Ocean","EARTH520","N/A","N/A","Graduate"
"EARTH","523","Microbial Community Omics","EARTH523","N/A","N/A","N/A"
"EARTH","525","Tectonophysics","EARTH525","N/A","A basic knowledge of mathematics and physics is required; Permission of instructor.","N/A"
"EARTH","526","Earthquake Hazard and Fault Mechanics","EARTH526","N/A","N/A","Graduate"
"EARTH","529","Nuclear Waste Management","EARTH529","N/A","Senior standing.","N/A"
"EARTH","531","Seminar in Geologic Problems","EARTH531","N/A","Permission of instructor.","N/A"
"EARTH","532","Seminar in Climate, Tectonics, and Surface Processes","EARTH532","N/A","Permission of instructor.","N/A"
"EARTH","533","Sem Economic Geol","EARTH533","N/A","Permission of instructor.","N/A"
"EARTH","534","Sem Geophy-Tec-Stru","EARTH534","N/A","Permission of instructor.","N/A"
"EARTH","535","Sem Min-Petr-Geochm","EARTH535","N/A","Permission of instructor.","N/A"
"EARTH","536","Seminar in Paleobiology","EARTH536","N/A","Permission of instructor.","N/A"
"EARTH","541","Seminar in Biogeochemistry","EARTH541","N/A","N/A","N/A"
"EARTH","542","Seminar in Environmental Geochemistry","EARTH542","N/A","Graduate standing.","N/A"
"EARTH","543","Seminar in Paleoclimatology","EARTH543","N/A","N/A","Graduate"
"EARTH","554","Thermodynamics and Kinetics","EARTH554","N/A","EARTH 422 or equivalent","N/A"
"EARTH","581","Aquatic Chemistry","EARTH581","26","CHEM 130 and senior or graduate standing","(CHEM 130; C- or better, and Senior Standing) or Graduate Standing"
"EARTH","582","Adv Mineral Deposit","EARTH582","N/A","Graduate standing.  Introductory economic geology and geochemistry.","N/A"
"EARTH","596","Topics in Earth and Environmental Sciences","EARTH596","N/A","N/A","Graduate"
"EARTH","599","Independent Study","EARTH599","N/A","N/A","N/A"
"EARTH","709","Thesis Res Am-Ms","EARTH709","N/A","Graduate standing and permission of instructor.","N/A"
"EARTH","929","Investigations","EARTH929","N/A","Graduate standing","N/A"
"EARTH","990","Diss-Precand","EARTH990","N/A","Election for dissertation work by doctoral student not yet admitted as a Candidate. Graduate standing.","N/A"
"EARTH","995","Diss-Cand","EARTH995","N/A","N/A","Candidate"
"EARTH","998","Curricular Practical Project","EARTH998","N/A","N/A","Graduate"
"EAS","409","Ecology of Fishes","EAS409","20","BIOLOGY 171, (172 or 174), & 173; or BIOLOGY 192 & 173; or BIOLOGY 196","N/A"
"EAS","422","Biology of Fishes","EAS422","18","BIOLOGY 171, (172 or 174), & 173; or BIOLOGY 192 & 173; or BIOLOGY 196","N/A"
"EAS","423","The Biology of Fishes Laboratory","EAS423","14","BIOLOGY 171, (172 or 174), & 173; or BIOLOGY 192 & 173; or BIOLOGY 196","N/A"
"EAS","430","Soil Ecology","EAS430","28","BIOLOGY 162 or 171 and 172 and 173, and General Chemistry.  Concurrent enrollment in ENVIRON 436/EEB 436 and ENVIRON 435/EAS 435 highly recommended.","N/A"
"EAS","433","Ornithology","EAS433","73","BIOLOGY 171, 172 (or 174), & 173 (or 196); or BIOLOGY 192 & 173 (or 196); or BIOLOGY 195 & 173 (or 196).","N/A"
"EAS","436","Woody Plants:  Biology and Identification","EAS436","84","BIOLOGY 171 or equivalent","N/A"
"EAS","444","Food Literacy for All","EAS444","9","N/A","N/A"
"EAS","447","Forest Ecology and Management","EAS447","N/A","N/A","N/A"
"EAS","451","Biology of Mammals","EAS451","64","BIOLOGY 171, (172 or 174) & 173; or BIOLOGY 192 & 173; or BIOLOGY 195 & 173","N/A"
"EAS","475","Environmental Law","EAS475","13","N/A","N/A"
"EAS","476","Ecosystem Ecology","EAS476","14","General Ecology and a 400-level course in Aquatic or Terrestrial Ecology.","N/A"
"EAS","480","Climate Change: A Multidisciplinary Approach to Problem Solving","EAS480","1","Senior or graduate standing, MATH 116","N/A"
"EAS","501","Grad Experimental","EAS501","22","N/A","N/A"
"EAS","503","Sustainable Sites and Historical Precedent","EAS503","25","N/A","N/A"
"EAS","506","Introduction to R","EAS506","4","N/A","N/A"
"EAS","507","Interpreting Research in Ecosystem Science and Management","EAS507","4","N/A","N/A"
"EAS","509","Ecology:  Concepts and Applications","EAS509","31","N/A","N/A"
"EAS","510","Sci&Prac of Soc Chng","EAS510","8","N/A","N/A"
"EAS","512","Strategies for Sustainable Development I: Enterprise Integration","EAS512","27","STRATEGY 502","N/A"
"EAS","513","Strategies for Sustainable Development II:  Market Transformation","EAS513","24","STRATEGY 564","N/A"
"EAS","514","Sustainability and Development Foundations: Theories and Frameworks","EAS514","N/A","N/A","N/A"
"EAS","515","Sustainability and Development Foundations: Grand Challenges","EAS515","11","N/A","N/A"
"EAS","516","Field Remote Sensing","EAS516","N/A","EAS 531 ""Principles of GIS"" or EAS 541 ""Remote Sensing"" or equivalent","N/A"
"EAS","517","Conservation of Biological Diversity","EAS517","23","N/A","N/A"
"EAS","518","Wildlife Ecology and Management","EAS518","37","BIOLOGY 171, plus one Introductory Interdisciplinary Environment course such as ENVIRON 110, ENVIRON 111, or ENVIRON 201","N/A"
"EAS","519","Climate Change vs Everything Else","EAS519","2","N/A","N/A"
"EAS","520","Fluvial Ecosystems","EAS520","8","An introductory course in ecology.","N/A"
"EAS","521","Field Methods in Fluvial Ecosystems","EAS521","N/A","An introductory course in ecology.  Concurrent enrollment in EAS (NRE) 520, Fluvial Ecosystems, recommended but not required.","N/A"
"EAS","523","Ecological Risk Assessment","EAS523","1","N/A","N/A"
"EAS","524","Agroecosystem Management: Nutrient Cycles and Global Change","EAS524","11","N/A","N/A"
"EAS","525","Energy Justice","EAS525","13","N/A","N/A"
"EAS","526","Erb Institute Seminar","EAS526","25","N/A","FTMBA or GMBA"
"EAS","527","Energy Markets and Energy Politics","EAS527","43","N/A","N/A"
"EAS","528","Sustainable Food Systems","EAS528","18","N/A","N/A"
"EAS","529","Indigenous Sustainability and Environmental Justice","EAS529","8","N/A","N/A"
"EAS","530","Your Decisions: An Owner's Manual","EAS530","0","N/A","N/A"
"EAS","530","Metrics of Materiality (and Relationality): Michigan","EAS530","N/A","N/A","N/A"
"EAS","531","Principles of Geographic Information Systems","EAS531","29","Senior undergraduate or graduate standing.","N/A"
"EAS","532","Augmented Tectonics","EAS532","N/A","N/A","N/A"
"EAS","533","Negotiation Skills","EAS533","39","N/A","N/A"
"EAS","535","Module on Environmental Mediation","EAS535","N/A","N/A","N/A"
"EAS","536","Legal Knowledge for Values-Driven Leaders","EAS536","N/A","This course meets the business law requirement of the MBA program and is open to non-business graduate students.  Students holding a J.D. or law students may not take this course.","Graduate Standing excluding Law programs (JD, MACL, LLM, or SJD)"
"EAS","537","Urban Sustainability","EAS537","19","N/A","N/A"
"EAS","538","Introductory Statistics for Environment and Sustainability","EAS538","33","N/A","N/A"
"EAS","539","Landscape Ecology","EAS539","N/A","N/A","N/A"
"EAS","540","GIS and Natrual Resources Applications","EAS540","N/A","EAS (NRE) 531/EQ and Permission of Instructor","N/A"
"EAS","541","Remote Sensing of Environment","EAS541","30","N/A","N/A"
"EAS","542","Conservation and Development","EAS542","29","N/A","N/A"
"EAS","543","Environmental Spatial Data Analysis","EAS543","23","EAS 531 (or an equivalent GIS class) and EAS 538 (or an equivalent statistics class)","N/A"
"EAS","544","Introductory Python for Geospatial Data Sciences I","EAS544","N/A","N/A","N/A"
"EAS","545","Applied Ecosystem Modeling","EAS545","6","N/A","N/A"
"EAS","546","Herbaceous Flora and Ecosystems","EAS546","39","N/A","N/A"
"EAS","547","Wildlife and Society","EAS547","3","N/A","N/A"
"EAS","548","Introductory Geovisualization","EAS548","24","N/A","N/A"
"EAS","549","Analysis and Modeling of Environmental Data","EAS549","22","Students taking this course are expected to have a background (undergrad level) in calculus, algebra and statistics.  Students will need their own laptops for the R and OpenBUGS lab tutorials.","N/A"
"EAS","550","Systems Thinking for Sustainable Development and Enterprise","EAS550","N/A","N/A","N/A"
"EAS","551","Climate Change Science and Solutions","EAS551","1","N/A","N/A"
"EAS","552","Ecosystem Services","EAS552","0","EAS (NRE) 509 and 510 are recommended, or taking these concurrently with EAS (NRE) 552.","N/A"
"EAS","552","Methods and Approaches to Sustainability and Development Problems","EAS552","N/A","N/A","N/A"
"EAS","553","Diverse Farming Sys","EAS553","66","EAS 509 (or an equivalent general ecology course) and EAS 538 (or an equivalent basic statistics course)","N/A"
"EAS","554","Science and Management of the Great Lakes","EAS554","N/A","N/A","N/A"
"EAS","555","Climate and Development:  Impacts, Mitigation and Adaptation in Less Developed Countries","EAS555","27","N/A","N/A"
"EAS","556","Transformative Food Systems Seminar","EAS556","39","N/A","N/A"
"EAS","557","Indus Ecol","EAS557","27","Senior standing","N/A"
"EAS","558","Water Policy and Politics","EAS558","10","N/A","N/A"
"EAS","559","Interviewing and Qualitative Data Analysis","EAS559","15","N/A","N/A"
"EAS","560","Behavior and Environment","EAS560","42","N/A","N/A"
"EAS","561","Conservation Behavior:  The Psychology of Stewardship","EAS561","18","N/A","N/A"
"EAS","562","Environmental Policy, Politics and Organizations","EAS562","49","Graduate standing in EAS or permission of instructor.","N/A"
"EAS","563","International Environmental Policy:  The Politics of Nature and Resources in the Developing World","EAS563","N/A","N/A","N/A"
"EAS","564","Localization:  Transitional Thinking for the New Normal","EAS564","9","N/A","N/A"
"EAS","565","Principles for Transition: Food, Fuel and Finance in a Biophysically Constrained, Ethically Challenged World","EAS565","8","N/A","N/A"
"EAS","567","Social Vulnerability and Adaptation to Environmental Change","EAS567","18","N/A","N/A"
"EAS","568","Reconnect and Revitalize:  Transitional Thinking for the New Normal","EAS568","N/A","N/A","N/A"
"EAS","570","Environmental Economics:  Quantitative Methods and Tools","EAS570","20","N/A","N/A"
"EAS","571","Environmental Economics","EAS571","N/A","N/A","ECON 401 (C- or better) or Graduate"
"EAS","572","Env Imp Asmnt","EAS572","N/A","EHS 507, EHS 574, or equivalent, Permission from instructor","N/A"
"EAS","573","Environmental Footprinting and Input-Output Analysis","EAS573","17","N/A","N/A"
"EAS","574","Sustainable Energy Systems","EAS574","41","Senior standing; college-level course in Math or Economics or physical science.","N/A"
"EAS","575","Climate Economics and Policy","EAS575","18","EAS 570 ""Environmental Economics"" or equivalent coursework","N/A"
"EAS","576","Sustainability Finance: Investment Models for Green Growth","EAS576","1","Senior or Graduate standing advised.","N/A"
"EAS","577","Political Ecology I: Environmental Violence","EAS577","60","N/A","N/A"
"EAS","578","Urban Stormwater: Science, Design, and Management","EAS578","26","N/A","N/A"
"EAS","579","The Hydrologic Cycle and Water Resources Management","EAS579","2","N/A","N/A"
"EAS","580","Sustainable Transportation","EAS580","0","N/A","N/A"
"EAS","581","Advanced Climate and Sustainability Education","EAS581","7","N/A","N/A"
"EAS","582","Program Evaluation for Sustainability and Development","EAS582","6","An intermediate course in public policy, economics or political science.","N/A"
"EAS","584","Water Resource Economics","EAS584","N/A","EAS 570, or a similar background in microeconomics","N/A"
"EAS","585","Visualization I","EAS585","13","Enrollment in the Master of Landscape Architecture program.","N/A"
"EAS","586","Place and Environment Design Studio","EAS586","62","Enrollment in the Master of Landscape Architecture program.","N/A"
"EAS","587","Making Place Design Studio","EAS587","42","Enrollment in the Master of Landscape Architecture program.","N/A"
"EAS","588","Site Engineering","EAS588","15","N/A","N/A"
"EAS","589","Visualization II","EAS589","N/A","Enrollment in the Master of Landscape Architecture Program","N/A"
"EAS","590","Principles of Ecological Design","EAS590","29","EAS 586 and EAS 587","N/A"
"EAS","591","Materials and Methods","EAS591","22","Acceptance in Landscape Architecture and EAS (NRE) 588","N/A"
"EAS","591","Ecological Site Design","EAS591","N/A","EAS 586 and EAS 587","N/A"
"EAS","592","Environmental Planning","EAS592","N/A","N/A","N/A"
"EAS","593","Environmental Justice","EAS593","0","Graduate standing or Instructor permission","N/A"
"EAS","594","Indigenous Peoples, Rights and Environmental Justice","EAS594","12","N/A","N/A"
"EAS","595","Sustainable Operations and Supply Chain Management","EAS595","60","TO 552 or TO 605","N/A"
"EAS","597","Environ Sys Analysis","EAS597","20","N/A","N/A"
"EAS","598","N R Internship-Gr","EAS598","N/A","Permission of the sponsoring faculty.","N/A"
"EAS","600","Dir Res&Sp Prob-Gr","EAS600","N/A","Graduate standing and permission of instructor.","N/A"
"EAS","601","Industrial Ecology Experiential Learning","EAS601","N/A","N/A","N/A"
"EAS","603","Master's Thesis Development","EAS603","16","N/A","N/A"
"EAS","605","Green Development","EAS605","0","N/A","N/A"
"EAS","607","Justice Agendas for Environmental Crises","EAS607","N/A","N/A","N/A"
"EAS","608","Entrepreneurship and Innovation for Sustainability","EAS608","N/A","N/A","N/A"
