Subject,Course Number,Course Name,Course Code,Workload %,Advisory Prerequisites,Enforced Prerequisites
"LATIN","440","Vergil-Buc & Georg","LATIN440","N/A","LATIN 302.","N/A"
"LATIN","443","Latin Elegy","LATIN443","N/A","At least one intermediate LATIN course (LATIN 401, 402, 409, 410)","N/A"
"LATIN","449","Roman Satire","LATIN449","N/A","At least one intermediate LATIN course (LATIN 401, 402, 409, 410)","N/A"
"LATIN","460","Tacitus","LATIN460","N/A","At least one intermediate LATIN course (LATIN 401, 402, 409, 410)","N/A"
"LATIN","461","Livy","LATIN461","N/A","At least one intermediate LATIN course (LATIN 401, 402, 409, 410)","N/A"
"LATIN","462","Roman Novel","LATIN462","N/A","At least one intermediate LATIN course (LATIN 401, 402, 409, 410)","N/A"
"LATIN","472","Topics in Latin Literature and Culture","LATIN472","N/A","N/A","N/A"
"LATIN","473","The Age of Nero","LATIN473","N/A","At least one intermediate LATIN course (LATIN 401, 402, 409, 410)","N/A"
"LATIN","490","Martial & Rom Epigr","LATIN490","N/A","LATIN 301.","N/A"
"LATIN","495","Senior Honors Research","LATIN495","N/A","Upperclass standing","N/A"
"LATIN","499","Supervised Reading","LATIN499","N/A","N/A","N/A"
"LATIN","500","Spec Reading-Lat","LATIN500","N/A","Graduate Standing in Classical Studies:  Latin","N/A"
"LATIN","502","Intens Elem Lat I","LATIN502","N/A","Graduate standing.","N/A"
"LATIN","503","Intens Elem Lat II","LATIN503","N/A","Graduate standing.","N/A"
"LATIN","505","Intermediate Latin","LATIN505","59","LATIN 502 or equivalent.  Graduate standing.","N/A"
"LATIN","506","Adv Latin Comp","LATIN506","33","LATIN 403.","N/A"
"LATIN","507","Late Latin","LATIN507","N/A","LATIN 502 or permission of instructor.","N/A"
"LATIN","508","Latin Sight Reading","LATIN508","N/A","N/A","N/A"
"LATIN","511","Cicero's Letters","LATIN511","N/A","Graduate standing","N/A"
"LATIN","523","Seneca","LATIN523","N/A","Graduate standing","N/A"
"LATIN","525","Topics in Latin Literature","LATIN525","N/A","Graduate standing","N/A"
"LATIN","529","Livy","LATIN529","N/A","N/A","N/A"
"LATIN","545","Roman History Authors","LATIN545","N/A","N/A","N/A"
"LATIN","571","Survey of Republican Latin Literature to 27 BCE","LATIN571","N/A","N/A","N/A"
"LATIN","572","Survey of Latin Literature from the Julio-Claudians to Hadrian","LATIN572","N/A","N/A","N/A"
"LATIN","574","Survey of Antonine and Later Latin Literature","LATIN574","N/A","N/A","N/A"
"LATIN","599","Supv Read Lat Lit","LATIN599","N/A","N/A","N/A"
"LATIN","600","Methods of Classical Scholarship","LATIN600","5","Graduate standing.","N/A"
"LATIN","606","Latin Inscriptions","LATIN606","N/A","Graduate standing and permission of instructor.","N/A"
"LATIN","698","Ancient Epistemology","LATIN698","N/A","Graduate student standing","N/A"
"LATIN","808","Roman Historiography","LATIN808","N/A","Graduate standing","N/A"
"LATIN","840","Theory and Practice in Classical Reception Studies","LATIN840","N/A","N/A","N/A"
"LATIN","865","Roman Religion","LATIN865","N/A","Graduate standing","N/A"
"LATIN","870","Topics in Roman Literature","LATIN870","42","Graduate standing","N/A"
"LATIN","875","Classics and Theory","LATIN875","N/A","N/A","Graduate"
"LATIN","880","Dissertation Writing Workshop for Ancient Medieval and Related Fields","LATIN880","N/A","N/A","N/A"
"LATIN","990","Diss-Precand","LATIN990","N/A","Election for dissertation work by doctoral student not yet admitted as a Candidate. Graduate standing.","N/A"
"LATIN","993","Sem for Instructors","LATIN993","N/A","Must have GSI award. Graduate standing.","N/A"
"LATIN","995","Diss-Cand","LATIN995","N/A","N/A","Candidate"
"LATINOAM","102","First Year Seminar in Latina/o Studies","LATINOAM102","N/A","Enrollment restricted to first-year students, including those with sophomore standing","N/A"
"LATINOAM","103","First Year Seminar in Latina/o Studies","LATINOAM103","N/A","Enrollment restricted to first-year students, including those with sophomore standing","N/A"
"LATINOAM","204","Themes in Latina/o Studies","LATINOAM204","24","N/A","N/A"
"LATINOAM","213","Introduction to Latina/o Studies","LATINOAM213","18","N/A","N/A"
"LATINOAM","224","Spanish for Heritage Language Learners","LATINOAM224","40","Placement of SPANISH 277/278 or equivalent. This course is for students who have acquired and spoken the language at home or in a Spanish-speaking community, and want to strengthen their linguistic skills.","N/A"
"LATINOAM","232","Visualizing Power and Resistance in Colonial Latin America","LATINOAM232","N/A","N/A","N/A"
"LATINOAM","243","Latina Women in the U.S.","LATINOAM243","14","N/A","N/A"
"LATINOAM","301","Topics in Latina/o Studies","LATINOAM301","N/A","N/A","N/A"
"LATINOAM","304","American Immigration","LATINOAM304","9","One introductory course in Sociology or American Culture.","N/A"
"LATINOAM","307","Spanish Language Internship Project","LATINOAM307","5","N/A","N/A"
"LATINOAM","310","Latina/o Studies and the Social Sciences","LATINOAM310","4","N/A","N/A"
"LATINOAM","311","Latina/o Studies and the Humanities","LATINOAM311","19","N/A","N/A"
"LATINOAM","313","Cuba and its Diaspora","LATINOAM313","42","N/A","N/A"
"LATINOAM","315","Latino/a/e History as U.S. History","LATINOAM315","N/A","N/A","N/A"
"LATINOAM","327","Latina/Latino Literature of the U.S.","LATINOAM327","15","N/A","N/A"
"LATINOAM","336","Latina/o Theatre for Social Change","LATINOAM336","N/A","N/A","N/A"
"LATINOAM","361","Principles and Practices of Teaching ESL in Migrant Communities","LATINOAM361","N/A","N/A","N/A"
"LATINOAM","365","Migrants: Understanding the Inequities in the US Agricultural Workforce","LATINOAM365","67","N/A","N/A"
"LATINOAM","373","History of the U.S. West","LATINOAM373","28","N/A","N/A"
"LATINOAM","380","Studies in Transnational Media","LATINOAM380","N/A","Prior coursework in Film Television, and Media, Communications (TV), or Latino Studies. Knowledge of Spanish is not required.","N/A"
"LATINOAM","381","Latinas/Latinos and the Media","LATINOAM381","N/A","N/A","N/A"
"LATINOAM","385","Immigration Law: Critical Approaches to Contemporary Issues","LATINOAM385","42","N/A","N/A"
"LATINOAM","386","PALMA: Tutoring Latino/as and Exploring Race and Ethnicity in the Latino Community","LATINOAM386","N/A","N/A","N/A"
"LATINOAM","388","Field Study","LATINOAM388","N/A","Sophomore standing","N/A"
"LATINOAM","389","Reading Course in Latina/o Studies","LATINOAM389","N/A","N/A","N/A"
"LATINOAM","404","Latinas/os in the U. S.: Social Problems and Social Issues","LATINOAM404","N/A","Upperclass standing.","N/A"
"LATINOAM","405","Topics in Latina/o Studies","LATINOAM405","31","N/A","N/A"
"LATINOAM","420","Latin American & Latino/a Film Studies","LATINOAM420","29","N/A","Nine units of courses SPANISH 279 to 399 or (Two courses of RCLANG 324 and six units of courses SPANISH 279 to 399)"
"LATINOAM","440","Topics in Latina/o Studies - Spanish Language","LATINOAM440","N/A","N/A","Nine units of courses SPANISH 279 to 399 or (Two courses of RCLANG 324 and six units of courses SPANISH 279 to 399)"
"LATINOAM","498","Seminar Latina/o Std","LATINOAM498","N/A","N/A","N/A"
"LATINOAM","504","Am IMM:Soc Persp","LATINOAM504","N/A","Graduate standing; seniors with permission of instructor.","N/A"
"LATINOAM","601","Topics in Latina/o Studies","LATINOAM601","78","Graduate standing","N/A"
"LATINOAM","618","Interdisciplinary Approaches to Latina/o Studies","LATINOAM618","N/A","Graduate standing","N/A"
"LATINOAM","899","Special Research","LATINOAM899","N/A","N/A","N/A"
"LAW","400","Election Administration","LAW400","N/A","N/A","Law Professional"
"LAW","404","SexualOrien/GenderID & the Law","LAW404","N/A","N/A","Law Professional"
"LAW","405","Law, Digital Tech, and Society","LAW405","N/A","N/A","Law Professional"
"LAW","406","Real Estate Transactions","LAW406","29","N/A","Law Professional"
"LAW","408","Public Interest Litig Ethics","LAW408","12","N/A","Law Professional"
"LAW","409","Gun Control","LAW409","N/A","N/A","Law Professional"
"LAW","410","Clean Energy & Climate Chg Law","LAW410","N/A","N/A","Law Professional"
"LAW","411","Unicorns/ Negot Ven Cap Invest","LAW411","N/A","N/A","Law Professional"
"LAW","412","Ethics, Moral Theory & the Law","LAW412","N/A","N/A","Law Professional"
"LAW","413","Emerging Issues in Poverty Law","LAW413","N/A","N/A","Law Professional"
"LAW","414","Jurisprudence of Sport","LAW414","N/A","N/A","Law Professional"
"LAW","416","State Government Law & Policy","LAW416","N/A","N/A","Law Professional"
"LAW","416","State Constitutional Law","LAW416","N/A","N/A","Law Professional"
"LAW","417","Jurisprudence and Legal Theory","LAW417","N/A","N/A","Law Professional"
"LAW","419","Econ Exploit & Abuse of Rights","LAW419","N/A","N/A","Law Professional"
"LAW","419","Applied Policy Lab","LAW419","N/A","N/A","Law Professional"
"LAW","421","Law&Slavery:Reopen a Cold Case","LAW421","N/A","N/A","Law Professional"
"LAW","422","The Laws of Change","LAW422","N/A","N/A","Law Professional"
"LAW","424","Tax Policy Seminar","LAW424","10","N/A","Law Professional"
"LAW","425","Topics in Criminal Law Theory","LAW425","N/A","N/A","Law Professional"
"LAW","427","Race, Law, and Citizenship","LAW427","N/A","N/A","Law Professional"
"LAW","428","Evidence Practicum","LAW428","N/A","669 Evidence (prior enrollment, not concurrent)","Law Professional"
"LAW","429","Federal Prosecution & Defense","LAW429","0","N/A","Law Professional"
"LAW","430","Crit Race Theory/Clinical Prac","LAW430","N/A","N/A","Law Professional"
"LAW","431","Race and International Law","LAW431","N/A","N/A","Law Professional"
"LAW","431","Reimagining Equal Protection","LAW431","N/A","N/A","Law Professional"
"LAW","432","Tax Plan for Real Estate Trans","LAW432","N/A","N/A","Law Professional"
"LAW","433","Transactional Drafting","LAW433","32","N/A","Law Professional"
"LAW","434","Changing Paradigms/ Corp L&Reg","LAW434","N/A","N/A","Law Professional"
"LAW","435","Law Firm Careers/Evolv Prof","LAW435","4","N/A","Law Professional"
"LAW","437","Tax Planning for Corp Transac","LAW437","N/A","644 or 749","Law Professional"
"LAW","438","Technology Transactions","LAW438","9","N/A","Law Professional"
"LAW","439","Title IX and Higher Education","LAW439","N/A","N/A","Law Professional"
"LAW","440","International Law Workshop","LAW440","N/A","N/A","Law Professional"
"LAW","441","Civil Rights & Civil Procedure","LAW441","N/A","N/A","Law Professional"
"LAW","442","Private Law Theory","LAW442","N/A","N/A","Law Professional"
"LAW","443","Theoretical Persp on Crim Proc","LAW443","N/A","N/A","Law Professional"
"LAW","444","Patent Litigation","LAW444","N/A","N/A","Law Professional"
"LAW","445","Sustainability and International Trade","LAW445","N/A","N/A","Law Professional"
"LAW","445","Int'l and Envt'l Tax Relations","LAW445","N/A","N/A","Law Professional"
"LAW","447","Local Government Practicum","LAW447","N/A","N/A","Law Professional"
"LAW","448","Business Planning","LAW448","7","N/A","Law Professional"
"LAW","449","Citizenship, Immig & the Const","LAW449","N/A","N/A","Law Professional"
"LAW","450","Law in Rural America","LAW450","64","N/A","Law Professional"
"LAW","451","Global Constitutionalism","LAW451","29","N/A","Law Professional"
"LAW","452","Topics in Military Law","LAW452","10","N/A","Law Professional"
"LAW","453","Law and Philosophy Workshop","LAW453","N/A","N/A","Law Professional"
"LAW","455","American Indian Law Workshop","LAW455","N/A","N/A","Law Professional"
"LAW","456","Government Relations Practicum","LAW456","N/A","N/A","Law Professional"
"LAW","457","Nuts /Bolts of Estate Planning","LAW457","N/A","N/A","Law Professional"
"LAW","458","Regulating by the Numbers: Benefit-Cost Analysis and OIRA Review","LAW458","N/A","N/A","Law Professional"
"LAW","459","The Law and the History of Economic Institutions of Capitalism","LAW459","N/A","N/A","Law Professional"
"LAW","459","Economic Liberty in Early America","LAW459","N/A","N/A","Law Professional"
"LAW","460","The Legal Imagination","LAW460","N/A","N/A","Law Professional"
"LAW","461","UN Human Rights Practicum","LAW461","N/A","N/A","Law Professional"
"LAW","462","Civil Rights: Latinos and the Law","LAW462","N/A","N/A","Law Professional"
"LAW","463","Right of Assembly","LAW463","N/A","N/A","Law Professional"
"LAW","464","Human Dignity","LAW464","42","N/A","Law Professional"
"LAW","465","Cur Iss in Fed Voting Rts Litg","LAW465","N/A","N/A","Law Professional"
"LAW","466","Law and Psychology","LAW466","N/A","N/A","Law Professional"
"LAW","467","Life, Death, Love and the Law","LAW467","N/A","N/A","Law Professional"
"LAW","468","Technology, Law, and Society","LAW468","N/A","N/A","Law Professional"
"LAW","469","Reproductive Rights & Justice","LAW469","6","N/A","Law Professional"
"LAW","470","Intellectual Property Practice","LAW470","N/A","N/A","Law Professional"
"LAW","472","Health Discrimination","LAW472","N/A","N/A","Law Professional"
"LAW","475","Psych-Informed Lawyering","LAW475","3","N/A","Law Professional"
"LAW","476","Corporations and Human Rights","LAW476","N/A","N/A","Law Professional"
"LAW","477","Antitrust:Mergers&Acquisitions","LAW477","N/A","N/A","Law Professional"
"LAW","477","Select Course | LAW 477","LAW477","N/A","N/A","N/A"
"LAW","479","Collective Bargain&Arbitration","LAW479","N/A","N/A","Law Professional"
"LAW","480","MDefenders","LAW480","45","N/A","Law Professional"
"LAW","481","MDefenders","LAW481","N/A","LAW 480 MDefenders","Law Professional"
"LAW","482","Law and Theology","LAW482","N/A","N/A","Law Professional"
"LAW","483","Judicial Clerkships","LAW483","24","N/A","Law Professional"
"LAW","484","Sports Coll Bargain Agreements","LAW484","N/A","N/A","Law Professional"
"LAW","486","Couns & Advocacy in Antitrust","LAW486","N/A","N/A","Law Professional"
"LAW","487","Legislative Draft Skills&Pract","LAW487","N/A","N/A","Law Professional"
"LAW","488","Documentary and the Law","LAW488","N/A","N/A","Law Professional"
"LAW","490","Family Law Practicum","LAW490","N/A","N/A","Law Professional"
"LAW","492","Employment Law Skills & Pract","LAW492","N/A","N/A","Law Professional"
"LAW","492","Adv Lgl Writing:Employment Law","LAW492","N/A","N/A","Law Professional"
"LAW","495","Reforming Redistricting/ MICRC","LAW495","N/A","N/A","Law Professional"
"LAW","496","National Security Law","LAW496","N/A","N/A","Law Professional"
"LAW","497","Entertainment Transactions","LAW497","N/A","N/A","Law Professional"
"LAW","498","Adv Legal Writing: Persu&Story","LAW498","6","N/A","Law Professional"
"LAW","499","Private Equity","LAW499","N/A","N/A","Law Professional"
"LAW","500","Cybersecurity","LAW500","N/A","N/A","Law Professional"
"LAW","501","Racial Justice in America","LAW501","N/A","N/A","Law Professional"
"LAW","502","Corp Governance&Invest Banking","LAW502","N/A","N/A","Law Professional"
"LAW","502","Corp Governance&Invest Banking","LAW502","N/A","N/A","Law Professional"
"LAW","503","Data Privacy Law","LAW503","15","N/A","Law Professional"
"LAW","504","Antitrust and IP","LAW504","N/A","N/A","Law Professional"
"LAW","506","Internal Investigations","LAW506","44","N/A","Law Professional"
"LAW","508","Modern Amer Legal History","LAW508","21","N/A","Law Professional"
"LAW","509","Startups & Venture Capital","LAW509","N/A","N/A","Law Professional"
"LAW","510","Civil Procedure","LAW510","13","N/A","Law Professional"
"LAW","515","Sales and Secured Financing","LAW515","N/A","520 Contracts","Law Professional"
"LAW","516","Formation of the Common Law","LAW516","2","N/A","Law Professional"
"LAW","518","Race and the Law","LAW518","21","N/A","Law Professional"
"LAW","520","Contracts","LAW520","33","N/A","Law Professional"
"LAW","525","Regulating Contagion/ Leg Hist","LAW525","N/A","N/A","Law Professional"
"LAW","526","Civil Rights in Federal Courts","LAW526","50","N/A","Law Professional"
"LAW","530","Criminal Law","LAW530","20","N/A","Law Professional"
"LAW","534","Energy Law","LAW534","47","N/A","Law Professional"
"LAW","536","Nat'l Security & Civ Liberties","LAW536","4","N/A","Law Professional"
"LAW","538","Constitutional Equality","LAW538","N/A","N/A","Law Professional"
"LAW","540","Introduction to Constitutional Law","LAW540","33","N/A","Law Professional"
"LAW","548","Business Economics for Lawyers","LAW548","N/A","N/A","Law Professional"
"LAW","550","Comp & Int'l Competition Law","LAW550","26","N/A","Law Professional"
"LAW","552","Race, Law, and History","LAW552","32","N/A","Law Professional"
"LAW","560","Property","LAW560","58","N/A","Law Professional"
"LAW","569","Legislation and Regulation","LAW569","32","N/A","Law Professional"
"LAW","575","Public Lands & Natural Res Law","LAW575","25","N/A","Law Professional"
"LAW","575","Natural Resources Law","LAW575","N/A","N/A","Law Professional"
"LAW","576","International Bankruptcy","LAW576","N/A","N/A","Law Professional"
"LAW","577","Intellectual Property Survey","LAW577","57","N/A","Law Professional"
"LAW","578","Critical Issues in Law&Develop","LAW578","N/A","N/A","Law Professional"
"LAW","580","Torts","LAW580","23","N/A","Law Professional"
"LAW","586","Conflict of Laws","LAW586","N/A","N/A","Law Professional"
"LAW","589","Policy Wksh: Mich Court Reform","LAW589","N/A","N/A","Law Professional"
"LAW","593","Legal Practice Skills I","LAW593","11","N/A","Law Professional"
"LAW","594","Legal Practice Skills II","LAW594","29","N/A","Law Professional"
"LAW","598","Legal Pract:Writing & Analysis","LAW598","N/A","N/A","Law Professional"
"LAW","600","Diplomacy, Power Pol&Int'l Law","LAW600","N/A","N/A","Law Professional"
"LAW","601","Administrative Law","LAW601","37","N/A","Law Professional"
"LAW","602","Int'l Investment Law & Arbitr","LAW602","N/A","N/A","Law Professional"
"LAW","602","Int'l Investment Law","LAW602","N/A","N/A","Law Professional"
"LAW","603","Budget and Appropriations Law","LAW603","N/A","N/A","Law Professional"
"LAW","605","Crimmigration","LAW605","N/A","N/A","Law Professional"
"LAW","606","Transnational Law","LAW606","N/A","N/A","Law Professional"
"LAW","607","Constitutional Law in China","LAW607","N/A","N/A","Law Professional"
"LAW","607","Immigration Consequences of Crime","LAW607","N/A","N/A","Law Professional"
"LAW","608","Advanced Legal Research","LAW608","N/A","591","Law Professional"
"LAW","609","Employment Law","LAW609","N/A","N/A","Law Professional"
"LAW","611","Corporate Compliance:Pol&Pract","LAW611","N/A","N/A","Law Professional"
"LAW","611","Corporate Compliance","LAW611","N/A","N/A","Law Professional"
"LAW","612","Alternative Dispute Resolution","LAW612","38","N/A","Law Professional"
"LAW","613","Startups","LAW613","7","N/A","Law Professional"
"LAW","614","Venture Capital","LAW614","N/A","N/A","Law Professional"
"LAW","615","Consr Bankruptcy&Household Fin","LAW615","N/A","N/A","Law Professional"
"LAW","616","Bloodfeuds","LAW616","N/A","N/A","Law Professional"
"LAW","617","Anatomy of a Commercial Trial","LAW617","12","N/A","Law Professional"
"LAW","619","Constitutional Transition","LAW619","N/A","N/A","Law Professional"
"LAW","620","Disability Rights","LAW620","N/A","N/A","Law Professional"
"LAW","621","Law&Pol'y Trade Invest LatinAm","LAW621","N/A","N/A","Law Professional"
"LAW","622","Feedback Loops","LAW622","1","N/A","Law Professional"
"LAW","623","Commercial Arbitration","LAW623","32","N/A","Law Professional"
"LAW","624","Federal Criminal Law","LAW624","N/A","N/A","Law Professional"
"LAW","625","Music Copyright","LAW625","N/A","N/A","Law Professional"
"LAW","625","Immigration Law Practicum","LAW625","N/A","N/A","Law Professional"
"LAW","626","Immigrant Justice Lab","LAW626","42","N/A","Law Professional"
"LAW","627","Dialogue Across Difference","LAW627","N/A","N/A","Law Professional"
"LAW","628","Animal Law","LAW628","54","N/A","Law Professional"
"LAW","629","The Startup General Counsel","LAW629","N/A","N/A","Law Professional"
"LAW","629","General Counsel","LAW629","N/A","N/A","Law Professional"
"LAW","630","International Law","LAW630","23","N/A","Law Professional"
"LAW","631","Intro. to Const'l Law and American Legal Process","LAW631","27","N/A","Master of Laws"
"LAW","632","Law of Evidentiary Privilege","LAW632","N/A","N/A","Law Professional"
"LAW","632","Classical Liberal/ Rule of Law","LAW632","N/A","N/A","Law Professional"
"LAW","633","Copyright","LAW633","34","N/A","Law Professional"
"LAW","634","Water Wars/Great Lakes","LAW634","31","N/A","Law Professional"
"LAW","635","Corporate Finance","LAW635","2","N/A","Law Professional"
"LAW","636","Islamophobia and the Law","LAW636","N/A","N/A","Law Professional"
"LAW","636","Movement Lawyering: Past & Present","LAW636","N/A","N/A","Law Professional"
"LAW","637","Bankruptcy","LAW637","38","N/A","Law Professional"
"LAW","638","Electronic&Class Action Discov","LAW638","N/A","N/A","Law Professional"
"LAW","639","Technology, Law, and Society","LAW639","N/A","N/A","Law Professional"
"LAW","639","Litigation Technology","LAW639","N/A","N/A","Law Professional"
"LAW","640","Critical Race Theory","LAW640","N/A","N/A","Law Professional"
"LAW","641","Crim Just: Invest&Police Prac","LAW641","45","N/A","Law Professional"
"LAW","642","Mass Incarceration","LAW642","N/A","N/A","Law Professional"
"LAW","643","Crim Procedure: Bail to Post Conviction Review","LAW643","2","N/A","Law Professional"
"LAW","644","Intro to Inc Tax of Business","LAW644","3","N/A","Law Professional"
"LAW","646","Chinese Constitutionalism","LAW646","81","N/A","Law Professional"
"LAW","648","Advanced Constitutional Interp","LAW648","N/A","N/A","Law Professional"
"LAW","648","Constitutional Interpretation","LAW648","67","N/A","Law Professional"
"LAW","650","Mutual Funds, ETFs&Priv Equity","LAW650","N/A","N/A","Law Professional"
"LAW","651","Economic Analysis of Law","LAW651","N/A","N/A","Law Professional"
"LAW","652","Commercial Law: Sec Trans&Mtgs","LAW652","42","N/A","Law Professional"
"LAW","653","Employment Discrimination","LAW653","55","N/A","Law Professional"
"LAW","654","Ethics for Business Lawyers","LAW654","0","N/A","Law Professional"
"LAW","656","Editing, Advocacy, and AI","LAW656","N/A","N/A","Law Professional"
"LAW","657","Enterprise Organization","LAW657","31","N/A","Law Professional"
"LAW","658","Entertainment Law","LAW658","1","N/A","Law Professional"
"LAW","659","Capital Markets Regulation","LAW659","21","N/A","Law Professional"
"LAW","660","Boundaries of Citizenship","LAW660","68","N/A","Law Professional"
"LAW","661","Int'l Law of Climate Change","LAW661","N/A","N/A","Law Professional"
"LAW","662","Digital Lawyering:Advocacy/ AI","LAW662","15","N/A","Law Professional"
"LAW","662","AI Sandbox","LAW662","12","N/A","Law Professional"
"LAW","663","Legal Tech Literacy&Leadership","LAW663","2","N/A","Law Professional"
"LAW","664","European Union Law","LAW664","21","N/A","Law Professional"
"LAW","666","Music Copyright","LAW666","N/A","N/A","Law Professional"
"LAW","667","Leadership for Lawyers","LAW667","N/A","N/A","Law Professional"
"LAW","669","Evidence","LAW669","14","N/A","Law Professional"
"LAW","670","Gender and Law","LAW670","7","N/A","Law Professional"
"LAW","672","Water Wars: Policy Development and Advocacy for the Great Lakes","LAW672","N/A","N/A","Law Professional"
"LAW","673","Family Law","LAW673","24","N/A","Law Professional"
"LAW","674","Rules of Play:  Sports and Games as Legal Systems","LAW674","14","N/A","Law Professional"
"LAW","675","Federal Antitrust","LAW675","26","N/A","Law Professional"
"LAW","676","Contracting in Complex Transac","LAW676","2","N/A","Law Professional"
"LAW","677","Federal Courts","LAW677","54","N/A","Law Professional"
"LAW","678","International Finance","LAW678","N/A","N/A","Law Professional"
"LAW","679","Environmental Law and Policy","LAW679","63","N/A","Law Professional"
"LAW","680","Constitutionalism in South Africa","LAW680","24","N/A","Law Professional"
"LAW","681","First Amendment","LAW681","34","N/A","Law Professional"
"LAW","682","Int'l Environment Law & Policy","LAW682","N/A","N/A","Law Professional"
"LAW","684","Health Law","LAW684","61","N/A","Law Professional"
"LAW","685","Design Fulfilling Life in Law","LAW685","0","N/A","Law Professional"
"LAW","686","Federal Indian Law","LAW686","27","N/A","Law Professional"
"LAW","687","Immigration and Nationality","LAW687","N/A","N/A","Law Professional"
"LAW","688","Adv Topics/ Administrative Law","LAW688","N/A","N/A","Law Professional"
"LAW","689","The Right to Bear Arms in Criminal Practice","LAW689","N/A","N/A","Law Professional"
"LAW","690","Consumer Bankruptcy","LAW690","11","N/A","Law Professional"
"LAW","691","International Tax","LAW691","N/A","N/A","Law Professional"
"LAW","693","Jurisdiction and Choice Of Law","LAW693","53","N/A","Law Professional"
"LAW","694","International Litigation","LAW694","70","693","Law Professional"
"LAW","695","International Trade Law","LAW695","58","N/A","Law Professional"
"LAW","696","Rsrch and Analysis in Amer Law","LAW696","7","N/A","Master of Laws"
"LAW","698","Making of Civil Law","LAW698","N/A","N/A","Law Professional"
"LAW","699","Labor Law","LAW699","35","N/A","Law Professional"
"LAW","700","Japanese Law","LAW700","N/A","N/A","Law Professional"
"LAW","701","Africa in the Global Leg Syst","LAW701","10","N/A","Law Professional"
"LAW","702","Insurance Law and Policy","LAW702","N/A","N/A","Law Professional"
"LAW","703","Legal Issues/Autonomous Veh","LAW703","N/A","N/A","Law Professional"
"LAW","705","Mergers and Acquisitions","LAW705","6","657 or 723","Law Professional"
"LAW","708","Local Government","LAW708","48","N/A","Law Professional"
"LAW","709","Financial Regulation","LAW709","N/A","N/A","Law Professional"
"LAW","710","Employee Benefits & Exec Comp","LAW710","N/A","N/A","Law Professional"
"LAW","711","Law of the Internet","LAW711","N/A","N/A","Law Professional"
"LAW","712","Negotiation","LAW712","15","N/A","Law Professional"
"LAW","713","Labor&Empl Law/ Indian Country","LAW713","N/A","N/A","Law Professional"
"LAW","716","Complex Litigation","LAW716","2","N/A","Law Professional"
"LAW","717","International IP","LAW717","N/A","N/A","Law Professional"
"LAW","718","Jurisprudence","LAW718","N/A","N/A","Law Professional"
"LAW","719","Good with Words","LAW719","17","N/A","Law Professional"
"LAW","719","Teams and Talent","LAW719","6","N/A","Law Professional"
"LAW","720","Stockholder Litigation","LAW720","N/A","N/A","Law Professional"
"LAW","721","Phil App to Ethical Dec Making","LAW721","N/A","N/A","Law Professional"
"LAW","723","Corporate Lawyer: Law & Ethics","LAW723","33","N/A","Law Professional"
"LAW","724","International Refugee Law","LAW724","30","N/A","Law Professional"
"LAW","725","Securities Reg Practicum","LAW725","N/A","743","Law Professional"
"LAW","726","Partnership Tax","LAW726","N/A","747","Law Professional"
"LAW","727","Patent Law","LAW727","30","N/A","Law Professional"
"LAW","729","Innovation Platform","LAW729","6","N/A","Law Professional"
"LAW","730","Appellate Advoc:Skills & Pract","LAW730","80","N/A","Law Professional"
