Subject,Course Number,Course Name,Course Code,Workload %,Advisory Prerequisites,Enforced Prerequisites
"PSYCH","317","Experiential Lab: Special Topics","PSYCH317","N/A","N/A","PSYCH 220 or 230 or 235 or 240 or 250 or 260 or 270 or 280 or 290 or 291"
"PSYCH","321","American Addictions","PSYCH321","6","N/A","N/A"
"PSYCH","322","Field Practicum in Research Techniques for Psychology as a Natural Science","PSYCH322","N/A","One of the following: PSYCH 230, 240, 250, 260, 270, 280, or 290, and permission of instructor.","N/A"
"PSYCH","324","Advanced Practicum in Intergroup Relations","PSYCH324","N/A","UC 320/PSYCH 310/SOC 320","N/A"
"PSYCH","325","Detroit Initiative","PSYCH325","27","One of the following: PSYCH 111, 112, 114, or 115.","N/A"
"PSYCH","326","Faculty Directed Early Research for Psychology as a Natural Science","PSYCH326","N/A","One of:  PSYCH 230, 240, 250, 260, 270, 280, or 290 with at least a grade of C.","N/A"
"PSYCH","330","Topics in Biopsychology","PSYCH330","27","N/A","PSYCH 230"
"PSYCH","331","Experiential Research Methods in Psychology","PSYCH331","67","Admission by application. Completion of STATS 206 or STATS 250 or STATS 280 or STATS 425 or MATH 425; and one of the following: PSYCH 220, 230, 235, 240, 335, or 345.","N/A"
"PSYCH","333","Affective Neuroscience","PSYCH333","27","N/A","PSYCH 230"
"PSYCH","334","Neuroscience of Learning and Memory","PSYCH334","N/A","N/A","BIOLOGY 225 or PSYCH 230"
"PSYCH","335","Reading: Language, the Brain, and Cognition","PSYCH335","0","N/A","N/A"
"PSYCH","336","Drugs of Abuse, Brain and Behavior","PSYCH336","26","(BIOLOGY 162 or 163 or 172 or 195) and a CHEM course.","PSYCH 230 or BIOLOGY 225"
"PSYCH","337","Hormones and Behavior","PSYCH337","12","N/A","PSYCH 230 or 235 or 335"
"PSYCH","338","Primate Behavior","PSYCH338","28","N/A","N/A"
"PSYCH","339","The Neuroevolutionary History of Homo Sapien","PSYCH339","2","N/A","PSYCH 230 or 235 or 335"
"PSYCH","340","Topics in Cognition and Cognitive Neuroscience","PSYCH340","14","N/A","PSYCH 240"
"PSYCH","341","Advanced Laboratory in Cognitive Psychology","PSYCH341","7","N/A","PSYCH 240 & (STATS 206 or 250 or 280 or 425 or STAT Student Group)"
"PSYCH","342","Research Methods in Human Electroencephalography","PSYCH342","18","N/A","(STATS 206 or 250 or 280 or 425 or MATH 425 or STAT student group) and (PSYCH 220 or 230 or 235 or 240 or 250 or 270 or 280 or 290 or 291)"
"PSYCH","344","Second Language Acquisition","PSYCH344","N/A","LING 111 or 210","N/A"
"PSYCH","345","Introduction to Human Neuropsychology","PSYCH345","18","N/A","PSYCH 111 or 112 or 114"
"PSYCH","346","Learning and Memory","PSYCH346","25","N/A","PSYCH 240 or 345"
"PSYCH","347","Perception","PSYCH347","8","N/A","PSYCH 230 or 240 or 345"
"PSYCH","348","Psychology of Thinking","PSYCH348","6","N/A","PSYCH 240"
"PSYCH","349","Talking Minds","PSYCH349","6","At least one of: LING 111 or 210, or PSYCH 111, 112, 114, or 115.","N/A"
"PSYCH","351","Advanced Laboratory in Developmental Psychology","PSYCH351","69","N/A","(STATS 206 or 250 or 280 or 425 or MATH 425) and (PSYCH 220 or 230 or 235 or 240 or 250 or 270 or 280 or 290 or 291)"
"PSYCH","352","Development of Language and Thought","PSYCH352","16","PSYCH 250","N/A"
"PSYCH","353","Social Development","PSYCH353","13","PSYCH 250.","N/A"
"PSYCH","355","Cognitive Development","PSYCH355","7","PSYCH 250","N/A"
"PSYCH","356","Educational Psychology","PSYCH356","6","PSYCH 250","N/A"
"PSYCH","357","Research Methods in Educational and Cross-cultural Contexts","PSYCH357","N/A","PSYCH 356 and one of STATS 250, STATS 280, STATS 425, or MATH 425","PSYCH 220 or 230 or 240 or 250 or 270 or 280 or 290"
"PSYCH","358","Psychology of Adolescence","PSYCH358","2","N/A","PSYCH 250"
"PSYCH","360","Behavior and Environment","PSYCH360","23","N/A","N/A"
"PSYCH","362","The Psychology of Environmental Stewardship","PSYCH362","12","N/A","N/A"
"PSYCH","363","Human Cognitive Evolution","PSYCH363","14","N/A","PSYCH 230 or 235 or 335"
"PSYCH","364","Biopsychology of Sports","PSYCH364","N/A","N/A","PSYCH 230 or 235 or 335"
"PSYCH","365","Animal Behavior","PSYCH365","12","PSYCH 218 with the topic ""Introduction to Evolution and Behavior"" or PSYCH 335","PSYCH 230 or 235 or 335"
"PSYCH","366","Field Biology and Behavioral Methods","PSYCH366","N/A","PSYCH 365","(STATS 206 or 250 or 280 or 425 or MATH 425 or STAT student group) and (PSYCH 230 or 235 or 335)"
"PSYCH","370","Top Clinical Psych","PSYCH370","5","N/A","PSYCH 270"
"PSYCH","371","Advanced Laboratory in Psychopathology","PSYCH371","50","N/A","(STATS 206 or 250 or 280 or STATS/MATH 425 or STAT student group) and PSYCH 270"
"PSYCH","372","Clinical Psychology","PSYCH372","25","N/A","PSYCH 270"
"PSYCH","373","Child and Adolescent Psychopathology","PSYCH373","8","N/A","PSYCH 111 or 112 or 114 or 115"
"PSYCH","375","Health Psychology","PSYCH375","26","N/A","PSYCH 111 or 112 or 114"
"PSYCH","380","Topics Social Psych","PSYCH380","N/A","N/A","PSYCH 280"
"PSYCH","381","Advanced Laboratory in Social Psychology","PSYCH381","37","PSYCH 280.","(STATS 206 or 250 or 280 or 425 or MATH 425 or STAT student group) and (PSYCH 111 or 112 or 114 or 115)"
"PSYCH","382","Psychology of Close Relationships","PSYCH382","2","N/A","PSYCH 280 or 290"
"PSYCH","383","Introduction to Survey Research I","PSYCH383","25","PSYCH 280.","STATS 206 or 250 or 280 or 425 or DATASCI 101 or MATH 425 or QMSS 201"
"PSYCH","385","Sex and Survival","PSYCH385","4","N/A","PSYCH 280"
"PSYCH","389","Psychology and Law","PSYCH389","32","N/A","PSYCH 111 or 112 or 114 or 115 or 116"
"PSYCH","390","Topics in P&SC","PSYCH390","8","N/A","PSYCH 280 or 290"
"PSYCH","391","Advanced Laboratory in Personality","PSYCH391","41","PSYCH 290","(DATASCI 101, STATS 250, 280, 425, or MATH 425) and (PSYCH 111 or 112 or 114 or 115)"
"PSYCH","393","Political Psychology","PSYCH393","6","Introductory Psychology. A prior course or interest in History or Political Science is useful, though not required.","N/A"
"PSYCH","395","Organizational Psychology","PSYCH395","3","N/A","PSYCH 111 or 112 or 114 or 115 or 116"
"PSYCH","401","Special Problems in Psychology as a Social Science","PSYCH401","15","N/A","PSYCH 111 or 112 or 114 or 115"
"PSYCH","402","Special Problems in Psychology as a Natural Science","PSYCH402","9","One of the following: PSYCH 230, 235, 240, 250, 270, 280, 290, 291.","PSYCH 111 or 112 or 114 or 115"
"PSYCH","404","Field Practicum","PSYCH404","N/A","One of the following: PSYCH 230, 240, 250, 260, 270, 280, or 290, and permission of instructor.","N/A"
"PSYCH","405","Field Practicum in a University Setting","PSYCH405","N/A","One of the following: PSYCH 230, 240, 250, 260, 270, 280, or 290, and permission of instructor.","N/A"
"PSYCH","406","Psychology of Ideology, Hegemony, and Political Behavior","PSYCH406","N/A","N/A","(STATS 206 or 250 or 280 or 425 or MATH 425 or STAT student group) and (PSYCH 220 or 230 or 235 or 240 or 250 or 270 or 280 or 290 or 291)"
"PSYCH","407","Religion and Spirituality","PSYCH407","N/A","N/A","One of the following: PSYCH 111, 112, 114, or 115. No credit for PSYCH 401 with the topic ""Religion and Spirituality"""
"PSYCH","409","Social Psychology of Racial Inequality (Advanced Research Team)","PSYCH409","N/A","A prior course in Statistics is recommended","N/A"
"PSYCH","411","IGR Senior Capstone: Social Justice in the Real World","PSYCH411","N/A","UC/SOC 320/321/PSYCH  310/311 or CASC Foundations and 2 related courses in social movements or activism","N/A"
"PSYCH","413","A History of Modern Psychology","PSYCH413","0","N/A","PSYCH 220 or 230 or 235 or 240 or 250 or 270 or 280 or 290 or 291"
"PSYCH","420","Faculty Directed Advanced Tutorial Reading for Psychology as a Natural Science","PSYCH420","N/A","Proposal required. Approval of the instructor and Psychology Committee on undergraduate Studies and PSYCH 230, 240, 335, or 345.","N/A"
"PSYCH","421","Faculty Directed Advanced Tutorial Reading for Psychology as a Social Science","PSYCH421","N/A","Proposal required. Approval of the instructor and Psychology Committee on Undergraduate Studies and one of the following: PSYCH 230, 240, 250, 260, 270, 280, or 290.","N/A"
"PSYCH","422","Faculty Directed Advanced Research Methods for Psychology","PSYCH422","N/A","Proposal required. Approval of the instructor and Psychology Committee on undergraduate Studies. STATS 250 or STATS 280 or STATS 425; and one of the following: PSYCH 302, 331, 341, or 342.","N/A"
"PSYCH","423","Faculty Directed Advanced Research Methods for Psychology Writing","PSYCH423","N/A","Proposal required. Approval of the instructor and Psychology Committee on Undergraduate Studies. STATS 250 or STATS 280 or STATS 425; and one of the following: PSYCH 302, 303, 331, 341, 342, 351, 361, 371, 381, 383, or 391.","N/A"
"PSYCH","424","Senior Honors Research I for Psychology as a Natural Science","PSYCH424","31","Acceptance into the Psychology Honors Program, STATS 250, STATS 280, or STATS 425; and prior research experience","N/A"
"PSYCH","426","Senior Honors Research II for Psychology as a Natural Science","PSYCH426","56","Permission of the Psychology Honors Program Director, PSYCH 424 and good standing in the Psychology Honors Program.","N/A"
"PSYCH","428","Senior Thesis I:  Research in Psychology/BCN","PSYCH428","N/A","Senior standing.  STATS 250 or STATS 280, and prior research experience","N/A"
"PSYCH","429","Senior Thesis II:  Research in Psychology/BCN","PSYCH429","N/A","Senior standing.  STATS 250 or STATS 280, and PSYCH 428","N/A"
"PSYCH","430","Advanced Topics in Biopsychology","PSYCH430","16","N/A","PSYCH 230 or 235 or 335"
"PSYCH","431","Advanced Topics in Behavioral Neuroscience","PSYCH431","3","N/A","PSYCH 230"
"PSYCH","433","Advanced Topics in Neuroscience","PSYCH433","19","N/A","BIOLOGY 225 or PSYCH 230"
"PSYCH","435","The Neurobiology of Attention and Attentional Disorders","PSYCH435","N/A","N/A","PSYCH 230"
"PSYCH","436","Sleep: Brain and Behavior, From Flies to Humans","PSYCH436","5","N/A","PSYCH 230 or 235 or 335"
"PSYCH","438","Determinants of Health and Disease","PSYCH438","N/A","N/A","PSYCH 230; No credit for PSYCH 430 with the topic ""Sex Differences in Brain, Behavior, and Disease"""
"PSYCH","439","The Developing Brain","PSYCH439","25","N/A","PSYCH 230"
"PSYCH","440","Advanced Topics in Cognitive Neuroscience","PSYCH440","31","N/A","PSYCH 240"
"PSYCH","442","The Neuroscience of Perception","PSYCH442","16","N/A","PSYCH 220 or 230 or 240 or 345"
"PSYCH","444","Introduction to Neurolinguistics","PSYCH444","N/A","LING 209, LING 210, COGSCI 200, or PSYCH 240","N/A"
"PSYCH","445","Psychology of Language","PSYCH445","N/A","N/A","PSYCH 240 and PSYCH 349/LING 347"
"PSYCH","446","Altruism","PSYCH446","6","N/A","PSYCH 240"
"PSYCH","447","Current Topics in Cognition and Cognitive Neuroscience","PSYCH447","6","N/A","PSYCH 230 or 240 or 345"
"PSYCH","449","Decision Processes","PSYCH449","11","One of STATS 250 or STATS 280 or STATS 425 or MATH 425","N/A"
"PSYCH","454","Developmental Cognitive Neuroscience","PSYCH454","19","N/A","PSYCH 250"
"PSYCH","456","Human Infancy","PSYCH456","5","PSYCH 250.","N/A"
"PSYCH","457","Current Topics in Developmental Psychology","PSYCH457","9","PSYCH 250.","PSYCH 111 or 112 or 114 or 115"
"PSYCH","460","Behavioral Biology of Women","PSYCH460","12","N/A","N/A"
"PSYCH","461","Animal Cognition","PSYCH461","N/A","N/A","PSYCH 230 or 235 or 335"
"PSYCH","462","Primate Communication and Language","PSYCH462","N/A","N/A","PSYCH 230 or 235 or 335"
"PSYCH","463","Statistical Modeling and Data Visualization in R","PSYCH463","47","Basic knowledge of statistics (e.g., linear regression). Some prior experience with R is advisable, but not required","N/A"
"PSYCH","464","Mammalian Social Behavior","PSYCH464","N/A","N/A","PSYCH 230 or 235 or 335"
"PSYCH","465","Evolution and Human Nature","PSYCH465","19","N/A","PSYCH 230 or 235 or 335"
"PSYCH","466","The Origins of Moral Behavior","PSYCH466","31","PSYCH 250","PSYCH 220 or 230 or 235 or 240 or 250 or 270 or 280 or 290 or 291"
"PSYCH","467","Current Topics in Organizational Psychology","PSYCH467","N/A","PSYCH 260.","PSYCH 111 or 112 or 114 or 115"
"PSYCH","467","Current Topics in Organizational Psychology","PSYCH467","N/A","N/A","PSYCH 111 or 112 or 114 or 115"
"PSYCH","468","Evolutionary Endocrinology","PSYCH468","6","PSYCH 235, PSYCH 335, PSYCH 337, or EEB 492.","N/A"
"PSYCH","469","Advanced Primate Behavior","PSYCH469","13","PSYCH 235 or ANTHRBIO 368/PSYCH 338","N/A"
"PSYCH","472","Mental Health and Culture","PSYCH472","38","N/A","PSYCH 270"
"PSYCH","474","Introduction to Behavior Therapy","PSYCH474","18","N/A","PSYCH 270"
"PSYCH","475","Traumatic Stress","PSYCH475","21","N/A","PSYCH 270"
"PSYCH","476","Inside the Criminal Mind:Neural, Genetic and Environmental Contributions to Psychopathy, Violence and Aggression across Lifespan","PSYCH476","N/A","Have previously taken a biopsychology or neuroscience course","PSYCH 270"
"PSYCH","477","Current Topics in Clinical Psychology","PSYCH477","37","PSYCH 270.","PSYCH 270"
"PSYCH","484","Psychology of Prejudice","PSYCH484","N/A","PSYCH 280","PSYCH 111 or 112 or 114"
"PSYCH","487","Current Topics in Social Psychology","PSYCH487","7","PSYCH 280.","PSYCH 111 or 112 or 114 or 115"
"PSYCH","488","Sociology of Deviance: From Sin to Sickness","PSYCH488","20","One introductory course in Sociology.","N/A"
"PSYCH","492","The Psychology and Politics of Black Identity","PSYCH492","N/A","N/A","PSYCH 111 or 112 or 114 or 115"
"PSYCH","495","Positive Organizational Psychology","PSYCH495","N/A","N/A","PSYCH 111 or 112 or 114"
"PSYCH","496","Identity at Work","PSYCH496","0","N/A","PSYCH 111 or 112 or 114"
"PSYCH","497","Current Topics in Personality and Social Contexts","PSYCH497","8","PSYCH 290.","PSYCH 111 or 112 or 114 or 115"
"PSYCH","506","Professional Issues in Psychology","PSYCH506","1","N/A","N/A"
"PSYCH","519","Supervised Research","PSYCH519","0","N/A","N/A"
"PSYCH","532","Mammalian Reproductive Physiology","PSYCH532","6","PHYSIOL 201 or PHYSIOL 502 or BIOL 225","MCDB 310 or BIOLCHEM 415 or CHEM 351; (C or better)"
"PSYCH","539","Grant-Writing for Life Sciences","PSYCH539","5","N/A","N/A"
"PSYCH","541","Advanced Topics in Cognition and Cognitive Neuroscience","PSYCH541","N/A","PSYCH 240.","N/A"
"PSYCH","571","Advanced Topics in Clinical Psychology","PSYCH571","N/A","PSYCH 270 and permission of instructor.","N/A"
"PSYCH","600","Psyc Grad Prosem I","PSYCH600","N/A","Graduate standing in Psychology or approved joint program and permission of instructor.","N/A"
"PSYCH","609","Psych Teach Academy","PSYCH609","1","N/A","N/A"
"PSYCH","613","Adv Stat Methods","PSYCH613","49","One previous course in Statistics. Graduate standing and permission of instructor.","N/A"
"PSYCH","614","Advanced Statistical Methods II","PSYCH614","37","PSYCH 613, Graduate standing, and permission of instructor.","N/A"
"PSYCH","619","Supervised Research I","PSYCH619","N/A","Graduate standing and permission of instructor.","N/A"
"PSYCH","630","Primatology","PSYCH630","N/A","Graduate standing","N/A"
"PSYCH","631","Prosem in Biopsych","PSYCH631","N/A","N/A","N/A"
"PSYCH","644","Computational Modeling of Cognition","PSYCH644","14","Graduate standing.","N/A"
"PSYCH","653","P&SC Orientation","PSYCH653","N/A","Graduate standing and permission of instructor.","N/A"
"PSYCH","654","CL&Mod Personlty","PSYCH654","52","Graduate standing and permission of instructor.","N/A"
"PSYCH","655","Psych of Women","PSYCH655","N/A","Graduate standing and permission of instructor.","N/A"
"PSYCH","670","Res Des&Eval Clin","PSYCH670","69","Graduate standing in Psychology or approved joint programs and permission of instructor.","N/A"
"PSYCH","672","Interv&Clin Ethics","PSYCH672","N/A","N/A","N/A"
"PSYCH","681","Surv of Social Psyc","PSYCH681","N/A","Graduate standing and permission of instructor.","N/A"
"PSYCH","682","Adv Soc Psy","PSYCH682","47","Graduate standing and permission of instructor.","N/A"
"PSYCH","683","Wkshop Samp Techniq","PSYCH683","N/A","SOC 612/PSYCH 687/SURVMETH 612 and/or concurrent enrollment in SOC 613/PSYCH 618/SURVMETH 615 and permission of instructor. Graduate standing.","N/A"
"PSYCH","687","Applied Sampling","PSYCH687","81","Two courses in statistics; and graduate standing","N/A"
"PSYCH","692","Qualitative Research Methods","PSYCH692","N/A","N/A","N/A"
"PSYCH","702","fMRI I","PSYCH702","N/A","Graduate standing","N/A"
"PSYCH","706","Tutorial Reading","PSYCH706","N/A","Graduate standing and permission of instructor.","N/A"
"PSYCH","707","Psychometric Theory: Classical and Latent Trait Models","PSYCH707","10","EDUC 795 or equivalent","N/A"
"PSYCH","708","Cogn&Instr Classrm","PSYCH708","13","EDUC 606 or equivalent","Doctoral Level"
"PSYCH","709","Motivation in the Classroom","PSYCH709","30","EDUC 606 or equivalent","Doctoral Level"
"PSYCH","711","Questionnaire Design and Evaluation","PSYCH711","4","An introductory course in survey research methods or equivalent experience.","N/A"
"PSYCH","719","Supervised Research II","PSYCH719","N/A","Graduate standing","N/A"
"PSYCH","721","Mathematical Psych","PSYCH721","N/A","Graduate standing in Psychology or approved joint programs and permission of instructor.","N/A"
"PSYCH","722","Adv Decision Process","PSYCH722","N/A","Graduate standing and permission of instructor.","N/A"
"PSYCH","723","Hum Dev&Schooling","PSYCH723","33","EDUC 606 or equivalent","Doctoral Level"
"PSYCH","730","Seminar in Biopsychology","PSYCH730","0","N/A","N/A"
"PSYCH","731","Physiological Psych","PSYCH731","N/A","Graduate standing in Psychology or approved joint programs.","N/A"
"PSYCH","733","Seminar in Neuroscience","PSYCH733","N/A","N/A","N/A"
"PSYCH","741","Proc Cog&Cog Neuro","PSYCH741","33","N/A","N/A"
"PSYCH","742","Complex Cognition","PSYCH742","12","N/A","N/A"
"PSYCH","743","Human Learn-Memory","PSYCH743","N/A","Graduate standing in Psychology or approved joint programs and permission of instructor.","N/A"
"PSYCH","745","Psych of Language","PSYCH745","N/A","Graduate standing in Psychology or approved joint programs.","N/A"
"PSYCH","746","Attention and Cognitive Control","PSYCH746","N/A","N/A","N/A"
"PSYCH","748","Expertise: Cognitive, Perceptual and Motor Skill Learning/Performance","PSYCH748","N/A","N/A","N/A"
"PSYCH","751","Cognitive Developmt","PSYCH751","0","Graduate standing in Psychology or approved joint programs. Permission of the instructor is required for persons who are not Graduate students in Psychology or one of its combined or interdisciplinary programs.","N/A"
"PSYCH","756","Lang&Comm Skil","PSYCH756","N/A","Graduate standing in Psychology and permission of instructor.","N/A"
"PSYCH","757","Social Development","PSYCH757","13","Graduate standing in Psychology or approved joint programs and permission of instructor.","N/A"
"PSYCH","758","Developmental Neuroscience of Human Behavior","PSYCH758","N/A","N/A","N/A"
"PSYCH","759","Developmental Psych","PSYCH759","N/A","The course is intended for first year Graduate students in the developmental area; other students interested in the course should seek permission of instructor. Student must register for both Fall and Winter semesters to receive a grade.","N/A"
"PSYCH","771","Top Clin Sci & Pract","PSYCH771","6","N/A","N/A"
"PSYCH","774","Bio, Cog & Aff Basis","PSYCH774","N/A","Graduate Standing","N/A"
"PSYCH","775","Psychological Assessment I","PSYCH775","N/A","N/A","N/A"
"PSYCH","776","Clinical Science in Historical and Cultural Context","PSYCH776","19","N/A","N/A"
"PSYCH","778","Psychological Assessment II","PSYCH778","N/A","N/A","N/A"
"PSYCH","782","Cultural Psychology","PSYCH782","N/A","N/A","N/A"
"PSYCH","785","Group Processes","PSYCH785","7","Graduate standing","N/A"
"PSYCH","786","Res Des-Soc Psy","PSYCH786","N/A","Open to approved applicants for the Ph.D. in Social Psychology; others by permission of instructor.","N/A"
"PSYCH","788","Attitude&Soc Judge","PSYCH788","N/A","Graduate standing and permission of instructor.","N/A"
"PSYCH","793","Emotional Development","PSYCH793","N/A","N/A","N/A"
"PSYCH","796","Development-Infancy","PSYCH796","N/A","Graduate standing in Psychology and permission of instructor.","N/A"
"PSYCH","797","Develop-Adolescence","PSYCH797","N/A","Graduate standing in Psychology and permission of instructor.","N/A"
"PSYCH","798","Psychol of Aging","PSYCH798","N/A","P.I./PSYC G.","N/A"
"PSYCH","802","Seminar in Organizational Studies","PSYCH802","2","Graduate standing","N/A"
"PSYCH","804","Structural Equation Modeling","PSYCH804","N/A","N/A","N/A"
"PSYCH","808","Special Seminar","PSYCH808","8","Graduate standing and permission of instructor.","N/A"
"PSYCH","809","Logic&Meth Res","PSYCH809","N/A","Graduate standing.","N/A"
"PSYCH","819","Supervised Research III","PSYCH819","N/A","Graduate standing and permission of instructor.","N/A"
"PSYCH","833","Adv Sem Neuroscience","PSYCH833","40","N/A","N/A"
"PSYCH","840","Introduction to Functional MRI","PSYCH840","N/A","Advanced statistics course and experience with Matlab","N/A"
"PSYCH","842","Decision Consortium","PSYCH842","N/A","N/A","N/A"
"PSYCH","854","Prsnlty:Res Techniq","PSYCH854","N/A","Graduate standing and permission of instructor.","N/A"
"PSYCH","855","Research Methods:  Bridging Personality and Contexts","PSYCH855","0","N/A","N/A"
"PSYCH","858","Current Iss Dev Psy","PSYCH858","N/A","Graduate standing in Psychology or approved joint programs and permission of instructor.","N/A"
"PSYCH","861","Sem Ed Psych","PSYCH861","4","Graduate standing and permission of instructor.","N/A"
"PSYCH","862","Sem Ed Psy","PSYCH862","N/A","Graduate standing and permission of instructor.","N/A"
"PSYCH","872","Evidence-Based Psychotherapy Laboratory and Practicum I","PSYCH872","25","N/A","PSYCH 672 and 775 and 778"
"PSYCH","873","Evidence-Based Psychotherapy Laboratory and Practicum II","PSYCH873","10","N/A","PSYCH 672 and 775 and 778 and 872"
"PSYCH","874","Intro Psycho Adults","PSYCH874","N/A","Graduate standing and permission of instructor.","N/A"
"PSYCH","875","Intro Child Therapy","PSYCH875","N/A","Graduate standing and permission of instructor.","N/A"
"PSYCH","876","Pract Clinical Psych","PSYCH876","N/A","N/A","N/A"
"PSYCH","877","Psychopth Lifesp I","PSYCH877","9","Graduate standing and permission of instructor.","N/A"
"PSYCH","878","Psychopth Lifesp II","PSYCH878","27","Graduate standing and permission of instructor.","N/A"
"PSYCH","879","Internship Clin Psy","PSYCH879","N/A","Open only to clinical psychology students, permission of practicum supervisor also required.","N/A"
"PSYCH","958","Special Sem Developm","PSYCH958","0","Graduate standing and permission of instructor.","N/A"
"PSYCH","978","Special Seminar","PSYCH978","N/A","Graduate standing and permission of instructor.","N/A"
